loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status,region
27200.0,36,13.87,860.35,B,B5,3,MORTGAGE,59900.0,credit_card,37.99,0,10,0,14283.37,48.29,17,Fully Paid,South
38900.0,36,27.35,1376.09,A,A5,4,RENT,24900.0,debt_consolidation,7.3,0,6,0,14627.65,76.01,10,Fully Paid,West
10900.0,36,6.4,322.16,A,A3,1,RENT,55300.0,credit_card,16.57,0,9,0,38528.84,50.67,9,Fully Paid,West
19900.0,60,19.79,397.3,C,C1,10,RENT,26600.0,credit_card,8.61,0,5,1,5702.98,45.23,6,Charged Off,Midwest
20500.0,60,14.31,390.56,A,A5,5,RENT,68200.0,debt_consolidation,34.41,0,21,0,7323.69,46.96,32,Fully Paid,West
10300.0,36,14.67,328.08,C,C5,5,MORTGAGE,34100.0,other,29.98,1,15,0,35986.82,36.31,21,Fully Paid,Northeast
24000.0,36,27.11,847.4,E,E5,7,OWN,43200.0,debt_consolidation,14.14,0,18,0,48052.1,73.28,18,Fully Paid,West
18300.0,36,26.35,642.28,E,E3,9,MORTGAGE,62800.0,other,27.28,0,22,0,6011.71,84.62,23,Fully Paid,West
18400.0,60,19.97,367.91,D,D2,0,RENT,36800.0,debt_consolidation,7.37,0,17,0,30471.3,85.44,17,Fully Paid,Northeast
15100.0,60,11.82,281.41,B,B3,3,RENT,52600.0,debt_consolidation,15.29,0,10,0,11959.42,12.11,19,Fully Paid,West
1700.0,36,16.89,55.2,E,E3,1,MORTGAGE,25400.0,debt_consolidation,15.08,0,6,0,1287.89,76.14,20,Charged Off,South
21400.0,60,15.21,410.92,E,E2,10,RENT,74300.0,home_improvement,9.52,1,6,0,41613.38,20.0,12,Fully Paid,West
14100.0,36,13.84,445.87,B,B5,7,MORTGAGE,130900.0,debt_consolidation,35.05,0,7,0,25430.23,1.22,8,Fully Paid,West
1100.0,36,7.57,32.87,D,D3,3,OWN,218800.0,other,27.15,0,7,0,1194.5,27.55,20,Fully Paid,West
13000.0,60,18.58,256.92,B,B4,7,MORTGAGE,56700.0,home_improvement,11.2,0,9,0,44772.67,29.29,21,Fully Paid,South
11900.0,36,12.55,372.04,E,E5,1,OWN,80300.0,major_purchase,9.68,0,17,0,26784.26,80.98,26,Fully Paid,South
16300.0,36,21.52,550.22,G,G5,3,MORTGAGE,22200.0,debt_consolidation,0.72,0,15,0,36853.37,74.24,29,Charged Off,Midwest
6100.0,36,12.98,191.44,A,A5,8,RENT,114800.0,credit_card,13.86,0,2,1,21175.24,8.47,4,Fully Paid,Midwest
20800.0,36,15.78,668.95,E,E3,4,MORTGAGE,79900.0,other,21.07,1,17,0,9244.16,32.6,31,Fully Paid,South
28000.0,36,6.31,826.86,D,D1,5,MORTGAGE,42500.0,debt_consolidation,11.11,0,16,0,23278.67,25.13,26,Fully Paid,Northeast
25600.0,60,29.81,553.86,G,G1,9,RENT,100600.0,debt_consolidation,28.02,1,6,0,14383.62,59.55,16,Charged Off,Midwest
32300.0,36,17.69,1055.94,C,C2,8,RENT,47700.0,credit_card,16.47,2,10,0,14836.77,54.15,20,Charged Off,West
18600.0,60,5.61,327.39,E,E1,8,MORTGAGE,43100.0,other,12.65,0,4,0,32193.91,67.89,10,Fully Paid,West
21200.0,36,18.53,698.01,A,A5,6,MORTGAGE,68700.0,credit_card,37.56,1,8,0,4703.98,91.07,8,Fully Paid,West
32600.0,36,26.76,1147.88,B,B4,10,RENT,31800.0,debt_consolidation,10.51,0,8,0,19850.73,42.11,19,Charged Off,Northeast
17700.0,60,24.31,366.71,A,A4,1,MORTGAGE,90300.0,home_improvement,15.93,0,17,0,27332.27,65.59,20,Fully Paid,Midwest
28400.0,36,22.52,966.55,G,G5,6,OWN,32000.0,other,15.29,0,4,0,35492.87,91.84,10,Charged Off,South
17900.0,36,8.49,539.44,E,E3,8,OWN,32000.0,debt_consolidation,9.65,0,16,0,31644.96,54.17,29,Fully Paid,South
17300.0,36,21.44,583.59,E,E3,1,MORTGAGE,34400.0,debt_consolidation,8.7,0,8,0,44312.33,30.83,9,Fully Paid,Northeast
30600.0,36,24.16,1055.36,F,F5,6,MORTGAGE,79200.0,debt_consolidation,12.1,0,4,0,49619.21,40.29,7,Fully Paid,South
7800.0,36,19.31,258.5,A,A5,6,MORTGAGE,39800.0,debt_consolidation,34.57,0,17,0,46871.17,75.46,25,Fully Paid,Northeast
14200.0,60,27.32,301.32,B,B2,2,OWN,27600.0,debt_consolidation,30.68,0,7,0,38207.62,72.0,13,Fully Paid,South
9700.0,60,11.92,180.94,A,A3,5,RENT,40000.0,debt_consolidation,27.24,0,9,0,34300.76,74.84,11,Fully Paid,South
15000.0,36,11.05,462.71,B,B1,7,MORTGAGE,53300.0,credit_card,18.28,0,17,0,1771.58,74.33,19,Fully Paid,Northeast
10000.0,60,26.74,211.23,B,B1,9,MORTGAGE,30000.0,debt_consolidation,20.31,0,7,0,26674.94,92.05,17,Fully Paid,South
23600.0,60,20.63,474.48,C,C3,7,MORTGAGE,30500.0,debt_consolidation,10.69,1,17,1,33185.85,76.4,20,Charged Off,Midwest
32100.0,60,5.04,561.96,B,B4,2,RENT,155700.0,other,2.97,0,3,0,20647.0,85.54,17,Fully Paid,South
31700.0,36,13.83,1002.34,A,A5,5,RENT,35200.0,debt_consolidation,13.24,0,2,0,19239.83,57.37,16,Fully Paid,West
15200.0,36,26.45,533.9,A,A2,1,OWN,46100.0,debt_consolidation,19.82,0,20,1,27126.32,64.42,23,Fully Paid,Northeast
39600.0,36,5.68,1162.48,A,A2,1,MORTGAGE,45100.0,debt_consolidation,2.29,1,15,0,45332.0,96.77,27,Fully Paid,South
24200.0,36,5.08,706.37,G,G2,7,RENT,43900.0,credit_card,3.53,0,20,0,13046.42,87.03,32,Fully Paid,Midwest
16600.0,36,12.03,516.58,D,D1,10,RENT,73900.0,home_improvement,10.52,1,24,0,19952.74,77.74,35,Charged Off,South
33600.0,36,27.85,1193.27,G,G4,9,MORTGAGE,87000.0,major_purchase,14.68,0,5,0,32654.39,68.55,12,Fully Paid,South
29500.0,36,27.54,1045.12,C,C4,4,MORTGAGE,46500.0,credit_card,15.73,3,3,1,9300.36,35.85,16,Fully Paid,West
30200.0,36,17.97,989.64,B,B2,4,MORTGAGE,29200.0,small_business,4.72,1,3,0,41745.18,54.81,8,Fully Paid,Midwest
8600.0,36,18.83,283.87,E,E5,10,MORTGAGE,102500.0,major_purchase,9.03,0,13,0,33303.36,5.51,18,Fully Paid,South
19300.0,36,13.3,607.41,B,B5,3,RENT,51700.0,debt_consolidation,10.47,0,24,0,17613.1,41.62,31,Fully Paid,South
34600.0,60,11.09,640.62,B,B5,10,MORTGAGE,128700.0,debt_consolidation,2.71,0,12,0,36108.35,11.19,22,Fully Paid,West
20700.0,36,25.38,720.94,B,B2,9,MORTGAGE,17600.0,home_improvement,13.04,0,22,0,13967.33,72.86,29,Fully Paid,Northeast
27700.0,60,7.66,497.03,A,A5,3,MORTGAGE,59700.0,other,2.89,0,19,0,38723.04,89.23,26,Fully Paid,Northeast
23900.0,60,17.18,466.77,B,B3,7,RENT,141400.0,debt_consolidation,28.14,0,20,0,3534.4,17.41,31,Charged Off,Northeast
33900.0,60,20.86,682.86,B,B2,2,RENT,45400.0,debt_consolidation,15.44,0,18,0,21337.6,24.57,18,Fully Paid,West
12100.0,60,7.59,216.97,D,D4,10,MORTGAGE,48400.0,small_business,13.07,1,5,0,13081.94,85.7,12,Fully Paid,Northeast
23400.0,60,17.99,460.16,A,A1,2,MORTGAGE,62800.0,debt_consolidation,5.06,0,24,0,40835.02,58.58,28,Fully Paid,Midwest
5800.0,36,19.44,192.43,B,B3,7,MORTGAGE,41000.0,home_improvement,9.06,1,13,0,37637.35,58.83,15,Fully Paid,Northeast
27900.0,60,23.56,574.55,E,E1,2,MORTGAGE,46300.0,debt_consolidation,9.31,0,4,0,42093.07,56.29,10,Fully Paid,Northeast
29500.0,60,10.87,545.11,A,A3,1,RENT,45800.0,debt_consolidation,39.41,0,17,0,32578.15,21.83,29,Fully Paid,South
2700.0,60,12.33,50.55,B,B2,10,MORTGAGE,39600.0,credit_card,33.41,0,5,0,39766.12,24.33,18,Fully Paid,Midwest
27400.0,36,19.24,907.55,E,E4,4,MORTGAGE,100200.0,home_improvement,0.61,0,7,0,21939.41,94.96,8,Charged Off,West
17200.0,36,29.58,619.1,A,A3,10,MORTGAGE,68200.0,debt_consolidation,24.67,0,2,0,33902.87,72.35,11,Fully Paid,Midwest
5800.0,36,10.44,177.93,A,A2,2,MORTGAGE,61400.0,major_purchase,10.24,0,6,0,1555.88,9.04,15,Fully Paid,Northeast
17400.0,36,29.65,626.64,C,C4,5,RENT,81200.0,debt_consolidation,4.18,0,11,0,44036.23,22.29,24,Fully Paid,South
8600.0,60,22.86,176.1,B,B1,10,MORTGAGE,47500.0,credit_card,28.22,0,15,1,34238.68,62.71,20,Fully Paid,West
17200.0,36,25.65,600.33,C,C3,6,OWN,36800.0,debt_consolidation,5.26,1,6,0,43304.82,28.35,9,Charged Off,Midwest
16000.0,36,7.24,476.62,E,E2,2,MORTGAGE,40100.0,major_purchase,17.75,0,11,0,38542.94,25.17,23,Fully Paid,Midwest
29800.0,36,12.51,931.33,A,A3,8,MORTGAGE,54200.0,major_purchase,25.29,2,10,0,14318.83,20.23,24,Fully Paid,Northeast
31200.0,36,6.44,922.48,C,C5,9,MORTGAGE,31900.0,debt_consolidation,22.18,0,14,0,13644.01,18.57,14,Fully Paid,Northeast
24700.0,36,14.29,784.16,C,C3,0,MORTGAGE,42200.0,debt_consolidation,39.11,0,18,1,39981.94,61.33,30,Fully Paid,West
1900.0,36,29.53,68.36,A,A4,6,RENT,41900.0,small_business,31.43,0,20,0,9235.46,90.58,34,Charged Off,Northeast
37300.0,36,7.63,1115.17,D,D5,3,RENT,156700.0,debt_consolidation,30.97,1,21,0,5533.06,36.11,34,Fully Paid,South
27800.0,36,19.06,919.41,B,B4,6,MORTGAGE,13500.0,credit_card,14.22,0,2,0,752.11,12.15,7,Charged Off,West
2300.0,36,5.15,67.18,C,C1,8,RENT,49500.0,debt_consolidation,0.34,0,10,0,14921.4,12.43,12,Fully Paid,Northeast
32900.0,60,22.82,673.46,A,A5,8,RENT,128400.0,other,29.38,0,19,0,4963.25,93.37,30,Fully Paid,West
8800.0,60,9.93,161.23,C,C5,0,MORTGAGE,57600.0,other,39.99,0,6,0,40084.33,52.87,18,Charged Off,Midwest
23600.0,60,8.24,425.74,B,B4,9,MORTGAGE,79000.0,debt_consolidation,16.24,0,15,0,24227.19,46.63,18,Fully Paid,West
19200.0,36,13.43,604.96,E,E2,3,RENT,56900.0,credit_card,39.42,0,20,0,12625.76,89.07,23,Fully Paid,Midwest
17400.0,36,24.28,600.69,A,A3,6,RENT,38800.0,small_business,5.67,0,16,0,30104.35,50.71,23,Fully Paid,West
35700.0,36,7.67,1067.73,C,C1,9,RENT,17700.0,debt_consolidation,11.86,1,5,0,3517.62,48.06,11,Charged Off,Northeast
18100.0,60,10.75,334.1,C,C1,5,MORTGAGE,60000.0,debt_consolidation,6.83,1,5,0,36306.06,92.67,13,Fully Paid,Midwest
3900.0,60,5.21,68.39,D,D2,8,RENT,36800.0,debt_consolidation,19.01,1,19,0,25069.65,47.45,29,Fully Paid,West
37900.0,36,29.21,1360.29,C,C4,6,MORTGAGE,36300.0,debt_consolidation,31.88,0,19,0,323.82,39.1,25,Fully Paid,South
36900.0,60,19.8,736.77,D,D1,2,MORTGAGE,42200.0,major_purchase,13.63,0,9,0,15960.86,58.17,17,Fully Paid,Northeast
27700.0,36,23.0,946.42,D,D3,6,RENT,129600.0,credit_card,36.25,0,3,0,37509.62,97.72,16,Fully Paid,West
19200.0,36,21.28,646.83,E,E2,9,RENT,180300.0,credit_card,21.79,0,17,0,9405.76,96.38,17,Fully Paid,West
4600.0,36,8.61,138.78,B,B5,4,MORTGAGE,60400.0,debt_consolidation,18.62,0,15,0,48093.86,77.56,18,Fully Paid,Midwest
31800.0,36,19.87,1058.85,C,C3,1,RENT,42900.0,major_purchase,31.48,0,24,0,44831.46,49.93,35,Fully Paid,Midwest
3900.0,36,8.29,117.31,E,E4,9,OWN,30100.0,major_purchase,4.06,1,2,1,38911.94,88.15,2,Fully Paid,Northeast
3700.0,60,15.03,70.94,G,G4,2,MORTGAGE,68500.0,credit_card,30.95,0,18,0,3927.42,41.94,23,Charged Off,Midwest
22000.0,36,19.22,728.57,E,E2,5,RENT,132100.0,other,9.72,0,11,0,17691.86,64.01,12,Charged Off,West
7200.0,36,18.97,237.94,B,B5,5,RENT,47900.0,debt_consolidation,11.23,0,17,0,14909.87,17.94,26,Fully Paid,West
1300.0,60,7.98,23.4,B,B5,6,MORTGAGE,16500.0,major_purchase,23.98,2,4,0,6881.27,66.13,12,Fully Paid,Midwest
17500.0,36,5.86,514.6,C,C2,5,RENT,75700.0,credit_card,36.08,0,20,0,49980.94,27.61,31,Fully Paid,Northeast
6400.0,36,24.96,222.15,D,D2,8,RENT,88700.0,debt_consolidation,23.14,0,12,0,7359.88,77.18,15,Fully Paid,South
7300.0,36,23.15,249.72,C,C2,4,RENT,24500.0,debt_consolidation,25.96,0,16,0,15766.38,41.4,26,Fully Paid,West
4000.0,36,7.05,118.94,C,C5,4,MORTGAGE,59200.0,debt_consolidation,31.06,0,19,0,44007.07,39.84,22,Charged Off,West
9000.0,36,8.19,270.48,E,E4,7,MORTGAGE,67900.0,small_business,10.37,0,21,0,7219.27,74.66,26,Fully Paid,Midwest
28900.0,36,27.31,1022.02,B,B4,7,RENT,52200.0,major_purchase,33.09,1,20,0,23476.4,42.53,34,Fully Paid,South
32500.0,36,24.23,1121.52,E,E3,0,MORTGAGE,36500.0,credit_card,16.72,0,8,0,48784.51,71.4,12,Fully Paid,West
18600.0,36,29.9,671.15,C,C4,2,RENT,90000.0,debt_consolidation,7.03,2,7,0,12364.42,85.51,12,Fully Paid,South
20800.0,60,11.35,386.01,B,B2,5,MORTGAGE,44300.0,other,14.0,0,10,0,35152.91,13.69,22,Fully Paid,South
2300.0,60,17.2,44.93,C,C3,5,RENT,25800.0,debt_consolidation,9.85,1,14,0,4001.98,47.9,25,Fully Paid,West
3700.0,60,10.91,68.39,D,D1,0,RENT,19400.0,credit_card,9.15,0,9,0,30043.6,94.49,23,Fully Paid,South
11000.0,36,20.57,368.41,A,A5,1,MORTGAGE,101800.0,major_purchase,11.3,0,19,0,16952.48,81.22,27,Fully Paid,South
22200.0,36,7.89,665.32,B,B3,9,RENT,73700.0,debt_consolidation,7.24,0,4,1,34978.23,97.36,9,Fully Paid,Midwest
29800.0,60,8.18,537.29,F,F1,6,RENT,56600.0,home_improvement,26.71,0,2,1,21644.5,86.03,7,Fully Paid,Midwest
24600.0,36,6.8,729.8,A,A2,0,MORTGAGE,43500.0,debt_consolidation,23.2,0,19,0,14949.93,31.02,31,Fully Paid,South
16300.0,36,22.34,553.93,C,C4,9,MORTGAGE,41600.0,debt_consolidation,25.94,0,5,0,27300.39,17.92,8,Fully Paid,Northeast
5600.0,60,17.35,109.53,C,C4,4,MORTGAGE,31600.0,home_improvement,13.75,0,19,0,6984.35,21.05,25,Fully Paid,South
31500.0,36,20.44,1053.85,C,C3,0,MORTGAGE,43700.0,debt_consolidation,30.79,1,17,0,40721.6,21.69,20,Fully Paid,West
15200.0,36,26.98,536.14,D,D1,5,OWN,18800.0,debt_consolidation,5.18,1,19,0,37535.47,7.57,23,Fully Paid,Northeast
29700.0,60,23.51,611.37,B,B4,6,RENT,37500.0,debt_consolidation,22.85,0,4,0,27248.41,90.68,7,Fully Paid,Midwest
21000.0,60,16.54,407.89,C,C2,7,RENT,46400.0,debt_consolidation,11.02,0,15,0,18352.42,50.25,23,Charged Off,Northeast
29800.0,36,29.61,1072.88,B,B1,2,RENT,73500.0,debt_consolidation,21.1,0,11,0,45761.31,10.13,16,Fully Paid,Midwest
36400.0,36,16.41,1177.03,D,D1,2,RENT,53100.0,major_purchase,12.95,0,6,0,31722.92,76.26,15,Charged Off,Northeast
36900.0,36,7.81,1105.05,A,A4,10,OWN,80600.0,debt_consolidation,31.62,0,9,0,14240.01,32.56,14,Fully Paid,South
21900.0,60,29.82,473.84,C,C3,0,RENT,106400.0,small_business,35.65,0,19,0,40335.43,7.1,31,Fully Paid,Midwest
20900.0,36,5.57,612.89,B,B3,2,OWN,92000.0,home_improvement,29.7,1,6,0,31750.99,18.98,10,Charged Off,West
11400.0,36,18.75,376.04,B,B3,4,RENT,68500.0,debt_consolidation,7.02,2,13,0,6350.63,65.75,27,Fully Paid,Northeast
37500.0,60,12.73,704.56,B,B4,5,RENT,54500.0,small_business,10.99,0,5,0,5711.66,79.4,16,Fully Paid,South
18900.0,36,17.59,617.35,B,B5,2,MORTGAGE,33200.0,debt_consolidation,36.77,0,13,1,46905.25,25.37,21,Fully Paid,Northeast
6000.0,60,18.97,118.97,E,E2,3,RENT,78400.0,debt_consolidation,17.49,1,14,0,14395.6,57.71,18,Fully Paid,Northeast
17900.0,60,11.0,331.15,B,B2,4,RENT,125500.0,debt_consolidation,37.65,0,15,0,33174.13,0.09,26,Charged Off,West
6000.0,36,18.92,198.2,F,F3,4,MORTGAGE,64300.0,debt_consolidation,15.7,1,15,0,1821.69,27.84,29,Fully Paid,Northeast
20600.0,60,23.9,425.39,G,G3,8,MORTGAGE,141300.0,other,38.07,0,20,0,27825.1,18.16,31,Fully Paid,West
22900.0,36,11.66,710.28,C,C2,7,OWN,25300.0,debt_consolidation,37.03,0,11,0,11556.43,7.65,18,Fully Paid,Midwest
14200.0,60,14.59,271.2,A,A4,0,MORTGAGE,30400.0,small_business,26.42,2,23,0,6981.31,48.39,28,Fully Paid,West
3800.0,60,11.71,70.75,B,B1,1,MORTGAGE,83100.0,home_improvement,0.35,1,10,0,38675.16,63.1,15,Fully Paid,West
37800.0,36,25.51,1317.86,E,E2,4,RENT,61800.0,debt_consolidation,16.01,0,19,0,40477.13,4.64,30,Fully Paid,Midwest
31200.0,60,23.12,640.22,B,B2,2,RENT,104500.0,other,36.45,0,18,0,35760.61,13.79,28,Fully Paid,West
33700.0,60,26.78,712.08,A,A1,6,MORTGAGE,53800.0,other,35.4,0,6,0,559.34,93.23,8,Fully Paid,South
15300.0,36,9.25,464.31,C,C1,10,RENT,35100.0,other,7.5,0,3,0,14245.46,22.31,17,Fully Paid,Northeast
30700.0,36,6.84,911.11,E,E5,5,RENT,48700.0,credit_card,15.97,0,11,0,18048.06,76.0,19,Fully Paid,West
19900.0,36,7.98,596.89,E,E2,1,RENT,25200.0,debt_consolidation,33.42,0,2,0,34542.51,74.77,11,Fully Paid,Northeast
8800.0,36,9.03,266.52,A,A1,7,RENT,30800.0,debt_consolidation,23.12,0,9,0,37777.18,32.16,11,Fully Paid,West
5900.0,60,18.33,116.36,D,D2,4,MORTGAGE,88100.0,credit_card,33.89,0,9,0,31392.75,20.41,17,Fully Paid,Midwest
14500.0,60,29.27,312.4,B,B1,5,RENT,83800.0,debt_consolidation,33.06,1,7,0,39454.42,24.4,18,Fully Paid,Midwest
6400.0,36,13.93,202.54,B,B3,7,RENT,65000.0,home_improvement,36.3,0,22,0,21364.99,56.59,33,Fully Paid,Northeast
39900.0,36,28.96,1429.31,E,E3,5,MORTGAGE,22900.0,major_purchase,4.69,0,6,0,27092.25,38.12,7,Fully Paid,Northeast
2900.0,36,5.96,85.36,B,B3,9,OWN,45300.0,debt_consolidation,5.81,1,23,0,3212.51,49.56,35,Fully Paid,Northeast
18200.0,36,28.17,647.97,B,B2,2,MORTGAGE,29400.0,debt_consolidation,3.31,0,22,0,21358.16,81.16,29,Fully Paid,Midwest
18600.0,36,9.53,565.9,A,A2,6,OWN,97600.0,other,37.41,0,19,0,21631.66,50.23,29,Fully Paid,Northeast
12700.0,36,27.81,450.89,E,E2,3,OWN,40500.0,debt_consolidation,19.01,0,8,0,30576.01,99.52,14,Charged Off,West
23300.0,36,6.41,688.71,E,E4,5,MORTGAGE,31500.0,debt_consolidation,2.57,0,5,0,18894.82,66.58,7,Fully Paid,West
6800.0,60,28.71,145.87,D,D3,5,RENT,55000.0,debt_consolidation,12.86,0,24,0,11922.75,20.72,30,Fully Paid,Northeast
31600.0,36,10.02,965.73,D,D1,10,RENT,39300.0,debt_consolidation,14.06,0,2,0,11879.81,49.95,9,Fully Paid,Midwest
14000.0,36,12.57,437.77,A,A5,4,MORTGAGE,113800.0,debt_consolidation,32.38,1,23,0,6693.64,81.34,37,Fully Paid,West
24100.0,36,17.27,785.06,C,C4,0,RENT,37500.0,debt_consolidation,29.42,1,3,0,35051.13,21.83,17,Fully Paid,Midwest
28900.0,60,14.52,551.6,B,B2,7,RENT,26900.0,debt_consolidation,27.58,0,20,0,31128.42,72.94,23,Fully Paid,Midwest
35700.0,60,21.69,724.06,A,A3,9,RENT,18500.0,credit_card,0.87,0,4,0,28962.5,3.34,12,Fully Paid,Midwest
33600.0,60,29.37,724.47,C,C4,1,RENT,53300.0,debt_consolidation,36.43,1,2,0,26550.98,94.26,9,Fully Paid,Northeast
24700.0,36,20.16,824.43,F,F3,3,RENT,40900.0,debt_consolidation,8.62,0,22,0,18376.87,66.34,35,Fully Paid,Midwest
16100.0,36,23.04,550.26,A,A1,2,RENT,26500.0,small_business,25.16,0,14,0,38435.84,16.26,23,Fully Paid,Midwest
20600.0,36,7.2,613.42,B,B5,5,RENT,98200.0,credit_card,2.47,0,9,0,46101.21,87.43,10,Fully Paid,Northeast
31000.0,36,20.7,1039.36,B,B4,10,RENT,75600.0,debt_consolidation,3.26,0,13,0,21999.46,8.18,25,Fully Paid,South
35200.0,36,16.35,1137.64,B,B5,0,RENT,53400.0,small_business,0.38,0,9,0,20454.43,40.59,21,Fully Paid,West
5000.0,60,27.14,105.95,F,F4,8,MORTGAGE,107200.0,debt_consolidation,22.64,1,8,0,8136.38,73.69,22,Charged Off,Northeast
16000.0,36,14.71,509.82,C,C3,4,MORTGAGE,75500.0,debt_consolidation,25.18,0,24,0,33535.44,93.74,29,Fully Paid,West
31300.0,36,21.99,1060.64,C,C2,4,OWN,35900.0,small_business,2.02,0,9,1,27904.61,34.88,9,Fully Paid,Northeast
17800.0,60,10.7,328.41,D,D3,3,MORTGAGE,32200.0,debt_consolidation,11.62,0,16,0,49399.9,83.05,16,Fully Paid,Northeast
14000.0,36,11.48,433.53,A,A2,3,MORTGAGE,81600.0,small_business,34.06,1,22,0,29216.16,19.68,31,Charged Off,Northeast
17000.0,36,14.4,540.22,C,C2,0,MORTGAGE,66100.0,major_purchase,4.05,0,8,0,14430.54,3.51,19,Fully Paid,West
24500.0,36,12.6,766.31,C,C2,8,RENT,59000.0,debt_consolidation,8.66,1,13,0,28147.03,2.88,13,Fully Paid,Northeast
40000.0,36,11.35,1237.22,C,C3,8,MORTGAGE,35500.0,debt_consolidation,16.98,0,19,0,49234.76,65.82,25,Fully Paid,Northeast
20200.0,60,6.24,357.67,G,G3,3,MORTGAGE,73400.0,debt_consolidation,33.69,0,5,0,36166.76,15.42,18,Fully Paid,Northeast
9100.0,36,25.92,318.3,D,D5,9,RENT,37100.0,debt_consolidation,10.19,0,7,0,6428.87,5.03,13,Fully Paid,West
7400.0,60,6.61,131.49,B,B4,9,MORTGAGE,51500.0,small_business,39.89,0,12,0,17158.13,97.67,12,Fully Paid,South
2700.0,60,27.18,57.23,E,E2,3,MORTGAGE,111700.0,debt_consolidation,14.21,0,11,0,14934.25,24.2,15,Fully Paid,Northeast
22800.0,60,8.14,410.93,A,A1,6,RENT,38900.0,debt_consolidation,15.46,1,20,0,42841.19,46.26,24,Charged Off,Northeast
22200.0,36,6.63,657.55,A,A1,3,OWN,24700.0,credit_card,4.88,0,19,0,30558.14,61.31,24,Fully Paid,Northeast
9000.0,36,19.08,297.7,B,B2,0,RENT,32000.0,debt_consolidation,27.21,0,13,0,40505.1,14.45,25,Fully Paid,Northeast
28100.0,36,17.56,917.62,B,B4,10,RENT,89100.0,debt_consolidation,9.74,0,18,0,8812.3,35.72,21,Fully Paid,Northeast
29900.0,36,17.28,974.08,C,C3,8,RENT,61500.0,debt_consolidation,25.15,0,21,1,45401.75,64.77,22,Fully Paid,South
11100.0,60,19.36,220.82,C,C5,1,MORTGAGE,50800.0,major_purchase,8.93,0,3,0,2915.55,63.98,6,Fully Paid,Midwest
14400.0,36,12.18,448.72,F,F1,4,MORTGAGE,42000.0,debt_consolidation,15.51,1,20,0,18741.86,84.21,24,Fully Paid,Midwest
39600.0,60,21.57,802.36,C,C4,3,MORTGAGE,69100.0,debt_consolidation,34.27,0,13,0,707.45,43.74,23,Fully Paid,Northeast
15600.0,36,17.56,509.43,C,C3,7,OWN,35400.0,debt_consolidation,29.56,0,12,0,9213.97,88.98,14,Fully Paid,West
30700.0,36,13.37,966.79,A,A2,5,RENT,63100.0,credit_card,6.18,0,16,0,48111.29,68.22,17,Fully Paid,South
18700.0,60,25.66,391.64,A,A3,6,RENT,37600.0,debt_consolidation,24.31,0,12,0,3924.77,56.21,24,Charged Off,South
31900.0,36,23.19,1091.6,C,C3,1,MORTGAGE,34600.0,debt_consolidation,25.15,2,12,0,7270.33,11.71,17,Charged Off,South
31000.0,60,14.84,593.34,C,C3,3,OWN,39400.0,credit_card,3.62,1,23,1,46242.45,57.47,35,Fully Paid,Midwest
27000.0,36,26.19,946.42,E,E5,3,MORTGAGE,44900.0,credit_card,18.63,0,11,0,35508.73,59.47,22,Fully Paid,West
34300.0,60,28.01,731.79,A,A1,1,RENT,52900.0,debt_consolidation,10.43,0,20,1,20348.22,75.88,29,Fully Paid,Midwest
37600.0,36,18.42,1236.83,A,A1,9,OWN,60900.0,major_purchase,18.69,0,4,0,3438.29,71.91,7,Fully Paid,South
23600.0,60,10.37,434.12,C,C5,3,RENT,8600.0,debt_consolidation,31.08,0,5,0,39251.95,53.0,11,Fully Paid,Midwest
10300.0,36,27.89,365.91,B,B4,8,RENT,36200.0,home_improvement,6.33,0,4,0,24636.33,59.28,9,Fully Paid,Midwest
16500.0,36,9.74,502.98,A,A3,7,MORTGAGE,44500.0,credit_card,4.93,0,16,1,16150.84,77.23,23,Fully Paid,Northeast
30600.0,60,6.21,541.67,D,D2,10,OWN,115000.0,small_business,10.77,0,7,0,18037.52,35.14,11,Fully Paid,Northeast
26400.0,60,13.19,498.04,A,A5,0,RENT,31600.0,credit_card,38.09,0,10,0,25263.88,13.5,15,Fully Paid,Northeast
7900.0,36,23.17,270.29,C,C3,7,MORTGAGE,58800.0,debt_consolidation,29.91,0,9,0,27561.64,87.43,23,Charged Off,South
3000.0,36,28.08,106.73,B,B3,10,OWN,114400.0,major_purchase,0.78,0,3,0,40904.94,96.5,11,Fully Paid,Northeast
27600.0,36,20.93,927.13,A,A1,8,RENT,28100.0,major_purchase,16.04,1,20,0,38585.19,42.93,30,Charged Off,South
10800.0,36,28.8,386.4,B,B5,7,MORTGAGE,66000.0,other,10.3,1,16,0,38352.93,99.03,20,Fully Paid,Northeast
20500.0,60,7.31,366.64,E,E2,9,RENT,36300.0,debt_consolidation,25.53,1,9,0,36464.9,32.27,17,Charged Off,South
30100.0,36,6.52,890.63,B,B5,0,MORTGAGE,42100.0,credit_card,18.37,0,20,0,37889.35,6.66,22,Fully Paid,Midwest
22900.0,36,20.1,763.97,D,D2,7,MORTGAGE,36300.0,credit_card,38.58,0,6,0,33880.08,57.25,14,Charged Off,West
4200.0,36,29.15,150.68,A,A3,4,RENT,37600.0,home_improvement,8.76,0,13,0,43401.17,86.82,14,Fully Paid,South
